vehicle_id,zone,vehicle_type,battery_capacity_kWh,registration_date
EV-00536,Koramangala,4W,68.4,2024-10-22
EV-00537,Koramangala,2W,2.1,2024-12-13
EV-00538,Koramangala,2W,3.9,2024-11-13
EV-00539,Koramangala,4W,44.7,2024-06-21
EV-00540,Koramangala,2W,3.2,2025-01-01
EV-00541,Koramangala,2W,3.7,2024-12-19
EV-00542,Koramangala,3W,9.0,2025-02-01
EV-00543,Koramangala,4W,42.3,2023-11-11
EV-00544,Koramangala,4W,32.6,2025-03-24
EV-00545,Koramangala,4W,65.0,2024-12-17
EV-00546,Koramangala,4W,70.0,2025-04-23
EV-00547,Koramangala,3W,7.4,2025-04-11
EV-00548,Koramangala,2W,2.6,2024-11-11
EV-00549,Koramangala,2W,2.9,2025-03-01
EV-00550,Koramangala,3W,6.9,2024-11-17
EV-00551,Koramangala,2W,2.0,2025-01-23
EV-00552,Koramangala,4W,55.7,2024-09-30
EV-00553,Koramangala,2W,2.9,2024-11-08
EV-00554,Koramangala,2W,2.0,2024-05-13
EV-00555,Koramangala,4W,65.7,2024-12-22
EV-00556,Koramangala,2W,1.7,2024-05-06
EV-00557,Koramangala,4W,51.1,2024-11-24
EV-00558,Koramangala,2W,3.0,2024-06-20
EV-00559,Koramangala,2W,1.6,2024-04-24
EV-00560,Koramangala,4W,52.9,2025-03-09
EV-00561,Koramangala,2W,1.6,2023-12-31
EV-00562,Koramangala,2W,1.9,2024-07-17
EV-00563,Koramangala,2W,3.4,2024-06-30
EV-00564,Koramangala,2W,1.7,2024-02-25
EV-00565,Koramangala,2W,2.4,2024-05-01
EV-00566,Koramangala,2W,3.0,2024-11-11
EV-00567,Koramangala,4W,63.3,2025-01-25
EV-00568,Koramangala,2W,2.3,2023-09-29
EV-00569,Koramangala,4W,72.1,2025-01-08
EV-00570,Koramangala,2W,1.9,2024-11-12
EV-00571,Koramangala,3W,8.3,2024-11-27
EV-00572,Koramangala,4W,32.5,2025-03-31
EV-00573,Koramangala,4W,70.9,2024-01-11
EV-00574,Koramangala,2W,2.4,2024-04-04
EV-00575,Koramangala,3W,6.4,2025-04-21
EV-00576,Koramangala,2W,1.8,2024-06-21
EV-00577,Koramangala,4W,71.9,2024-12-04
EV-00578,Koramangala,2W,2.3,2024-11-04
EV-00579,Koramangala,2W,4.0,2024-05-23
EV-00580,Koramangala,3W,5.5,2024-04-30
EV-00581,Koramangala,4W,74.3,2025-04-03
EV-00582,Koramangala,4W,50.6,2024-03-03
EV-00583,Koramangala,2W,3.6,2025-01-11
EV-00584,Koramangala,4W,44.8,2024-08-31
EV-00585,Koramangala,2W,3.5,2025-02-02
EV-00586,Koramangala,4W,35.3,2024-10-21
EV-00587,Koramangala,3W,7.0,2024-05-01
EV-00588,Koramangala,4W,33.1,2025-01-25
EV-00589,Koramangala,4W,33.5,2023-11-06
EV-00590,Koramangala,4W,57.5,2025-02-15
EV-00591,Whitefield,2W,3.2,2025-01-02
EV-00592,Whitefield,2W,3.6,2024-09-09
EV-00593,Whitefield,3W,6.2,2024-02-28
EV-00594,Whitefield,4W,72.0,2024-11-03
EV-00595,Whitefield,4W,53.9,2025-03-19
EV-00596,Whitefield,2W,3.6,2024-05-18
EV-00597,Whitefield,4W,41.3,2025-01-02
EV-00598,Whitefield,3W,6.6,2024-11-23
EV-00599,Whitefield,4W,66.2,2024-12-07
EV-00600,Whitefield,4W,31.2,2024-06-17
EV-00601,Whitefield,4W,38.2,2025-03-26
EV-00602,Whitefield,2W,1.9,2024-08-03
EV-00603,Whitefield,2W,2.5,2024-10-05
EV-00604,Whitefield,2W,3.6,2024-07-03
EV-00605,Whitefield,2W,1.6,2025-05-09
EV-00606,Whitefield,2W,3.5,2024-10-21
EV-00607,Whitefield,4W,54.5,2024-02-14
EV-00608,Whitefield,2W,2.9,2024-09-03
EV-00609,Whitefield,2W,2.1,2024-08-06
EV-00610,Whitefield,2W,2.0,2025-05-26
EV-00611,Whitefield,3W,5.8,2024-05-19
EV-00612,Whitefield,2W,2.2,2024-10-31
EV-00613,Whitefield,2W,2.5,2025-02-28
EV-00614,Whitefield,4W,70.3,2024-12-29
EV-00615,Whitefield,4W,67.2,2024-07-21
EV-00616,Whitefield,4W,46.2,2025-03-27
EV-00617,Whitefield,2W,4.0,2024-11-01
EV-00618,Whitefield,3W,8.1,2024-12-24
EV-00619,Whitefield,4W,39.1,2024-10-20
EV-00620,Whitefield,4W,30.7,2024-12-28
EV-00621,Whitefield,4W,34.6,2024-07-24
EV-00622,Whitefield,3W,8.0,2024-11-14
EV-00623,Whitefield,4W,40.2,2025-03-13
EV-00624,Whitefield,2W,1.6,2024-05-26
EV-00625,Whitefield,4W,45.4,2024-06-25
EV-00626,Whitefield,2W,1.7,2025-04-10
EV-00627,Whitefield,2W,3.2,2024-11-23
EV-00628,Whitefield,2W,1.7,2025-04-26
EV-00629,Whitefield,2W,3.3,2024-02-12
EV-00630,Whitefield,4W,60.4,2024-09-05
EV-00631,Whitefield,2W,2.0,2024-09-06
EV-00632,Whitefield,4W,44.6,2024-11-30
EV-00633,Whitefield,2W,3.6,2024-10-30
EV-00634,Whitefield,4W,65.1,2025-03-20
EV-00635,Whitefield,3W,9.3,2024-11-11
EV-00636,Whitefield,3W,6.9,2025-04-27
EV-00637,Whitefield,2W,1.7,2024-07-30
EV-00638,Whitefield,2W,2.5,2024-04-28
EV-00639,Whitefield,4W,35.8,2024-08-18
EV-00640,Whitefield,4W,52.5,2024-01-11
EV-00641,Whitefield,2W,2.6,2024-07-09
EV-00642,Whitefield,4W,34.9,2024-11-09
EV-00643,Whitefield,2W,1.8,2023-07-25
EV-00644,Whitefield,4W,31.9,2024-05-18
EV-00645,Whitefield,4W,70.4,2024-10-24
EV-00646,Whitefield,4W,51.0,2024-09-08
EV-00647,Whitefield,4W,30.9,2023-11-04
EV-00648,Whitefield,2W,3.4,2024-07-03
EV-00649,Whitefield,2W,3.0,2024-09-10
EV-00650,Whitefield,3W,5.8,2024-07-18
EV-00651,Whitefield,4W,48.7,2025-03-19
EV-00652,Whitefield,2W,3.5,2024-03-14
EV-00653,Whitefield,3W,8.0,2024-03-23
EV-00654,Whitefield,2W,1.9,2025-04-12
EV-00655,Whitefield,3W,6.7,2024-02-07
EV-00656,Whitefield,4W,47.8,2024-09-25
EV-00657,Whitefield,3W,5.4,2024-11-26
EV-00658,Whitefield,2W,2.7,2024-05-16
EV-00659,Whitefield,4W,35.6,2024-09-03
EV-00660,Whitefield,4W,60.3,2025-05-14
EV-00661,Whitefield,4W,47.1,2025-01-18
EV-00662,Whitefield,2W,2.6,2024-10-17
EV-00663,Whitefield,2W,3.5,2024-09-23
EV-00664,Whitefield,3W,7.1,2024-11-06
EV-00665,Whitefield,4W,55.7,2024-06-28
EV-00666,Whitefield,3W,6.1,2024-12-21
EV-00667,Whitefield,2W,2.0,2025-01-12
EV-00668,Whitefield,3W,6.9,2024-12-23
EV-00669,Whitefield,2W,2.9,2025-03-03
EV-00670,Whitefield,2W,1.7,2024-06-13
EV-00671,Whitefield,2W,3.9,2025-02-23
EV-00672,Whitefield,2W,1.8,2024-09-10
EV-00673,Whitefield,4W,72.7,2025-04-04
EV-00674,Whitefield,2W,3.2,2025-04-28
EV-00675,Whitefield,2W,2.3,2025-05-26
EV-00676,Whitefield,2W,2.1,2024-08-27
EV-00677,Whitefield,3W,7.4,2024-12-07
EV-00678,Whitefield,4W,74.7,2024-11-30
EV-00679,Whitefield,2W,2.5,2024-11-11
EV-00680,Whitefield,4W,48.9,2025-01-12
EV-00681,Whitefield,2W,3.2,2024-11-12
EV-00682,Whitefield,3W,10.0,2025-04-23
EV-00683,Whitefield,2W,3.9,2024-01-10
EV-00684,Whitefield,3W,7.1,2025-04-08
EV-00685,Whitefield,3W,7.8,2024-04-20
EV-00686,Whitefield,2W,3.5,2025-02-26
EV-00687,Whitefield,4W,63.1,2024-12-14
EV-00688,Whitefield,2W,3.0,2024-03-29
EV-00689,Whitefield,2W,3.0,2024-10-07
EV-00690,Whitefield,4W,54.8,2025-04-04
EV-00691,Whitefield,2W,3.7,2024-10-22
EV-00692,Whitefield,2W,3.4,2024-01-21
EV-00693,Whitefield,2W,2.1,2025-01-11
EV-00694,Whitefield,4W,33.7,2024-04-25
EV-00695,Whitefield,2W,2.5,2025-04-06
EV-00696,Whitefield,2W,1.9,2024-12-23
EV-00697,Whitefield,4W,71.9,2025-03-14
EV-00698,Whitefield,2W,3.7,2024-12-07
EV-00699,Whitefield,3W,8.4,2024-04-05
EV-00700,Whitefield,2W,2.0,2024-10-16
EV-00701,Whitefield,4W,64.5,2025-01-24
EV-00702,Whitefield,3W,6.0,2025-04-27
EV-00703,Whitefield,4W,40.5,2025-03-08
EV-00704,Whitefield,4W,46.7,2024-09-08
EV-00705,Whitefield,4W,47.0,2024-12-02
EV-00706,Whitefield,2W,2.3,2024-09-25
EV-00707,Whitefield,4W,64.4,2024-05-20
EV-00708,Whitefield,2W,2.8,2025-01-25
EV-00709,Whitefield,4W,68.8,2023-12-16
EV-00710,Whitefield,4W,44.1,2024-08-12
EV-00711,Whitefield,4W,37.6,2024-09-19
EV-00712,Whitefield,2W,1.9,2024-12-10
EV-00713,Whitefield,3W,8.0,2024-04-09
EV-00714,Whitefield,2W,3.6,2024-08-05
EV-00715,Whitefield,4W,35.1,2024-05-17
EV-00716,Whitefield,4W,58.4,2024-12-12
EV-00717,Whitefield,4W,47.7,2024-08-19
EV-00718,Whitefield,2W,2.8,2024-05-13
EV-00719,Whitefield,2W,4.0,2024-10-27
EV-00720,Whitefield,2W,2.6,2025-01-28
EV-00721,Whitefield,2W,2.6,2024-03-21
EV-00722,Whitefield,3W,10.0,2024-06-15
EV-00723,Whitefield,2W,2.5,2025-02-03
EV-00724,Whitefield,4W,71.8,2025-01-30
EV-00725,Whitefield,2W,3.1,2025-01-12
EV-00726,Whitefield,2W,1.6,2024-03-11
EV-00727,Whitefield,4W,52.9,2024-09-03
EV-00728,Whitefield,4W,41.2,2024-09-13
EV-00729,Whitefield,4W,45.6,2024-05-19
EV-00730,Whitefield,2W,2.3,2024-11-29
EV-00731,Whitefield,3W,6.5,2025-03-14
EV-00732,Whitefield,3W,6.7,2024-10-05
EV-00733,Whitefield,2W,3.5,2024-06-02
EV-00734,Whitefield,4W,38.6,2024-12-14
EV-00735,Whitefield,2W,3.6,2024-08-17
EV-00736,Whitefield,4W,72.1,2024-11-17
EV-00737,Whitefield,2W,2.5,2025-03-07
EV-00738,Whitefield,2W,2.8,2024-09-21
EV-00739,Whitefield,3W,5.4,2024-11-15
EV-00740,Whitefield,4W,72.9,2024-11-21
EV-00741,Whitefield,4W,36.4,2024-12-19
EV-00742,Whitefield,4W,45.4,2025-03-15
EV-00743,Whitefield,4W,69.9,2024-06-22
EV-00744,Whitefield,2W,3.1,2025-01-16
EV-00745,Whitefield,2W,1.8,2024-11-09
EV-00746,Whitefield,4W,61.3,2024-03-31
EV-00747,Whitefield,4W,38.1,2023-12-21
EV-00748,Whitefield,2W,1.6,2025-04-02
EV-00749,Whitefield,2W,2.2,2024-09-25
EV-00750,Whitefield,4W,37.3,2024-12-18
EV-00751,Whitefield,3W,6.0,2024-11-17
EV-00752,Whitefield,4W,63.2,2024-06-29
EV-00753,Whitefield,3W,6.1,2024-09-16
EV-00754,Whitefield,4W,50.0,2024-12-17
EV-00755,Whitefield,2W,3.6,2024-11-08
EV-00756,Whitefield,4W,47.8,2024-11-10
EV-00757,Whitefield,4W,46.1,2025-02-27
EV-00758,Whitefield,2W,2.2,2024-09-14
EV-00759,Whitefield,4W,73.1,2024-12-23
EV-00760,Whitefield,4W,41.3,2024-09-28
EV-00761,Whitefield,2W,3.9,2025-01-17
EV-00762,Whitefield,2W,3.3,2024-10-20
EV-00763,Whitefield,3W,6.7,2024-05-27
EV-00764,Whitefield,3W,7.0,2024-12-22
EV-00765,Whitefield,2W,3.4,2024-05-13
EV-00766,Whitefield,4W,54.1,2025-02-11
EV-00767,Whitefield,2W,2.9,2024-11-06
EV-00768,Whitefield,4W,71.9,2023-12-09
EV-00769,Whitefield,3W,7.8,2024-07-17
EV-00770,Whitefield,4W,62.7,2025-03-09
EV-00771,Whitefield,4W,58.1,2024-11-19
EV-00772,Whitefield,3W,6.0,2025-04-13
EV-00773,Whitefield,2W,2.9,2024-07-13
EV-00774,Whitefield,2W,2.7,2025-01-14
EV-00775,Whitefield,2W,3.9,2024-03-28
EV-00776,Whitefield,2W,1.7,2024-06-05
EV-00777,Whitefield,3W,8.8,2024-04-04
EV-00778,Whitefield,2W,3.6,2024-09-08
EV-00779,Whitefield,2W,2.6,2025-03-18
EV-00780,Whitefield,2W,2.3,2025-02-17
EV-00781,Whitefield,4W,73.7,2025-02-06
EV-00782,Whitefield,4W,50.5,2024-03-31
EV-00783,Whitefield,4W,32.5,2024-06-25
EV-00784,Whitefield,2W,2.4,2024-08-31
EV-00785,Whitefield,2W,3.9,2023-08-31
EV-00786,Whitefield,4W,55.9,2024-12-22
EV-00787,Whitefield,4W,59.2,2024-05-05
EV-00788,Whitefield,2W,3.8,2024-04-26
EV-00789,Whitefield,4W,51.3,2024-04-07
EV-00790,Whitefield,3W,5.7,2024-08-23
EV-00791,Whitefield,4W,49.1,2025-01-30
EV-00792,Whitefield,2W,2.8,2025-01-15
EV-00793,Whitefield,4W,63.8,2024-08-29
EV-00794,Whitefield,2W,2.3,2024-06-03
EV-00795,Whitefield,2W,2.5,2025-02-24
EV-00796,Whitefield,2W,3.5,2024-05-25
EV-00797,Whitefield,2W,2.3,2024-12-22
EV-00798,Whitefield,4W,40.3,2025-03-21
EV-00799,Whitefield,2W,2.5,2025-05-04
EV-00800,Whitefield,3W,8.3,2024-07-05
EV-00801,Whitefield,2W,3.2,2024-02-26
EV-00802,Whitefield,2W,2.8,2025-01-06
EV-00803,Whitefield,4W,50.6,2024-04-18
EV-00804,Whitefield,2W,3.7,2024-10-31
EV-00805,Whitefield,4W,39.2,2024-12-02
EV-00806,Whitefield,3W,6.5,2024-08-23
EV-00807,Whitefield,2W,2.2,2024-01-02
EV-00808,Whitefield,2W,3.8,2024-11-01
EV-00809,Whitefield,4W,50.7,2024-09-24
EV-00810,Whitefield,2W,1.6,2024-11-12
EV-00811,Whitefield,4W,49.3,2024-09-26
EV-00812,Whitefield,3W,7.4,2024-11-24
EV-00813,Whitefield,4W,52.9,2025-04-06
EV-00814,Whitefield,2W,2.5,2024-07-31
EV-00815,Whitefield,2W,2.8,2024-11-10
EV-00816,Whitefield,4W,72.5,2023-11-20
EV-00817,Whitefield,4W,72.7,2024-11-15
EV-00818,Whitefield,2W,3.2,2024-02-04
EV-00819,Whitefield,2W,3.9,2024-12-26
EV-00820,Whitefield,3W,8.5,2024-09-05
EV-00821,Whitefield,4W,37.7,2025-02-13
EV-00822,Whitefield,3W,9.0,2025-05-02
EV-00823,Whitefield,2W,2.8,2024-12-03
EV-00824,Whitefield,3W,9.3,2024-06-24
EV-00825,Whitefield,3W,7.0,2024-06-17
EV-00826,Whitefield,2W,2.3,2024-08-11
EV-00827,Whitefield,2W,1.6,2024-01-07
EV-00828,Whitefield,2W,2.0,2025-02-13
EV-00829,Whitefield,3W,9.9,2024-11-17
EV-00830,Whitefield,2W,3.2,2024-10-04
EV-00831,Whitefield,4W,31.4,2024-02-05
EV-00832,Whitefield,4W,33.3,2025-01-16
EV-00833,Whitefield,2W,2.2,2025-03-14
EV-00834,Whitefield,2W,2.4,2025-02-18
EV-00835,Whitefield,2W,2.2,2024-08-18
EV-00836,Whitefield,2W,3.2,2024-09-04
EV-00837,Whitefield,2W,2.3,2024-09-24
EV-00838,Whitefield,2W,2.6,2024-07-27
EV-00839,Whitefield,4W,37.0,2024-11-09
EV-00840,Whitefield,2W,2.9,2024-12-15
EV-00841,Whitefield,2W,2.1,2024-02-14
EV-00842,Whitefield,2W,2.1,2025-01-13
EV-00843,Whitefield,4W,66.4,2024-08-04
EV-00844,Whitefield,3W,8.2,2024-12-21
EV-00845,Whitefield,2W,2.6,2024-06-23
EV-00846,Whitefield,4W,37.4,2023-12-13
EV-00847,Whitefield,4W,69.1,2023-11-16
EV-00848,Whitefield,2W,2.1,2024-07-12
EV-00849,Whitefield,4W,67.6,2025-03-29
EV-00850,Whitefield,4W,45.3,2024-10-11
EV-00851,Whitefield,2W,3.2,2025-02-25
EV-00852,Whitefield,2W,3.1,2024-05-08
EV-00853,Whitefield,2W,3.6,2024-04-10
EV-00854,Whitefield,3W,9.6,2024-11-08
EV-00855,Whitefield,4W,46.2,2025-05-10
EV-00856,Whitefield,4W,42.1,2025-03-03
EV-00857,Whitefield,3W,9.3,2024-09-01
EV-00858,Whitefield,4W,67.0,2025-05-17
EV-00859,Whitefield,2W,2.9,2024-12-21
EV-00860,Whitefield,4W,49.7,2024-04-10
EV-00861,Whitefield,3W,5.9,2024-12-14
EV-00862,Whitefield,2W,2.9,2024-05-04
EV-00863,Whitefield,2W,1.6,2025-04-11
EV-00864,Whitefield,4W,39.3,2024-05-06
EV-00865,Whitefield,4W,38.3,2024-09-13
EV-00866,Whitefield,4W,61.6,2024-03-06
EV-00867,Whitefield,2W,3.9,2024-02-20
EV-00868,Whitefield,2W,2.1,2024-10-07
EV-00869,Whitefield,4W,36.6,2024-11-13
EV-00870,Whitefield,3W,8.8,2024-08-31
EV-00871,Whitefield,2W,2.4,2025-04-11
EV-00872,Whitefield,4W,34.7,2024-08-04
EV-00873,Whitefield,3W,9.7,2025-03-31
EV-00874,Whitefield,2W,1.9,2024-08-15
EV-00875,Whitefield,2W,3.1,2025-02-05
EV-00876,Whitefield,4W,60.7,2025-04-06
EV-00877,Whitefield,4W,55.6,2024-05-06
EV-00878,Whitefield,4W,60.9,2024-04-28
EV-00879,Whitefield,4W,47.2,2025-04-09
EV-00880,Whitefield,4W,72.1,2024-10-09
EV-00881,Whitefield,2W,3.8,2024-06-27
EV-00882,Whitefield,2W,2.4,2025-02-24
EV-00883,Whitefield,4W,48.2,2025-02-08
EV-00884,Whitefield,2W,3.5,2024-02-03
EV-00885,Whitefield,3W,9.0,2024-12-07
EV-00886,Whitefield,2W,1.7,2025-01-31
EV-00887,Whitefield,2W,1.8,2024-06-21
EV-00888,Whitefield,2W,3.3,2024-05-12
EV-00889,Whitefield,2W,2.4,2025-02-16
EV-00890,Whitefield,2W,3.5,2024-09-02
EV-00891,Whitefield,4W,48.8,2024-05-03
EV-00892,Whitefield,4W,44.4,2024-11-20
EV-00893,Whitefield,2W,1.5,2025-02-10
EV-00894,Whitefield,2W,3.3,2025-02-28
EV-00895,Whitefield,2W,2.1,2024-06-27
EV-00896,Whitefield,4W,60.1,2024-02-06
EV-00897,Whitefield,2W,4.0,2025-04-25
EV-00898,Whitefield,3W,7.5,2023-10-11
EV-00899,Whitefield,2W,3.9,2024-12-25
EV-00900,Whitefield,2W,1.7,2024-05-26
EV-00901,Whitefield,2W,2.5,2024-09-27
EV-00902,Whitefield,2W,4.0,2024-05-10
EV-00903,Whitefield,4W,37.9,2025-04-21
EV-00904,Whitefield,4W,57.7,2025-01-24
EV-00905,Whitefield,4W,47.5,2024-10-05
EV-00906,Whitefield,2W,2.5,2024-07-06
EV-00907,Whitefield,2W,3.2,2024-08-23
EV-00908,Whitefield,4W,32.0,2024-08-10
EV-00909,Whitefield,4W,48.0,2025-04-21
EV-00910,Whitefield,4W,70.8,2024-10-29
EV-00911,Whitefield,4W,43.0,2024-12-27
EV-00912,Whitefield,2W,3.9,2024-07-12
EV-00913,Whitefield,4W,30.6,2024-09-20
EV-00914,Whitefield,4W,52.6,2025-02-25
EV-00915,Whitefield,4W,57.6,2025-01-19
EV-00916,Whitefield,4W,66.8,2024-11-11
EV-00917,Whitefield,2W,2.9,2025-01-30
EV-00918,Whitefield,4W,34.5,2024-10-11
EV-00919,Whitefield,4W,34.6,2025-04-21
EV-00920,Whitefield,4W,40.6,2024-08-17
EV-00921,Whitefield,3W,5.6,2025-02-16
EV-00922,Whitefield,2W,2.8,2024-07-18
EV-00923,Whitefield,4W,52.2,2024-10-27
EV-00924,Whitefield,3W,6.2,2024-08-19
EV-00925,Whitefield,2W,3.9,2024-10-23
EV-00926,Whitefield,2W,2.3,2024-10-19
EV-00927,Whitefield,4W,47.0,2024-06-08
EV-00928,Whitefield,2W,3.3,2025-04-28
EV-00929,Whitefield,3W,6.0,2024-12-23
EV-00930,Whitefield,4W,44.4,2024-11-01
EV-00931,Whitefield,2W,2.0,2024-10-31
EV-00932,Whitefield,3W,6.3,2024-11-13
EV-00933,Whitefield,2W,1.5,2024-09-15
EV-00934,Whitefield,2W,2.2,2024-02-05
EV-00935,Whitefield,2W,1.8,2024-06-28
EV-00936,Whitefield,3W,6.8,2025-01-17
EV-00937,Whitefield,4W,72.6,2024-11-02
EV-00938,Whitefield,2W,1.6,2024-09-06
EV-00939,Whitefield,2W,2.3,2024-09-21
EV-00940,Whitefield,2W,4.0,2024-08-05
EV-00941,Whitefield,3W,7.6,2025-03-12
EV-00942,Whitefield,3W,6.1,2025-02-18
EV-00943,Whitefield,4W,58.9,2025-02-14
EV-00944,Whitefield,2W,1.7,2025-03-17
EV-00945,Whitefield,2W,3.9,2024-10-27
EV-00946,Whitefield,3W,5.6,2025-03-03
EV-00947,Whitefield,2W,2.4,2025-01-24
EV-00948,Whitefield,2W,2.4,2024-06-16
EV-00949,Whitefield,4W,47.6,2024-07-07
EV-00950,Whitefield,2W,3.6,2024-08-08
EV-00951,Whitefield,4W,34.3,2024-04-07
EV-00952,Whitefield,2W,3.5,2024-12-23
EV-00953,Whitefield,2W,1.5,2023-09-03
EV-00954,Whitefield,4W,39.7,2024-12-28
EV-00955,Whitefield,2W,3.1,2024-07-05
EV-00956,Whitefield,3W,8.3,2024-10-02
EV-00957,Whitefield,4W,55.3,2024-09-17
EV-00958,Whitefield,4W,49.4,2024-11-23
EV-00959,Whitefield,4W,44.4,2024-12-18
EV-00960,Whitefield,4W,49.9,2024-03-16
EV-00961,Whitefield,2W,2.4,2024-04-23
EV-00962,Whitefield,4W,42.1,2024-08-21
EV-00963,Whitefield,4W,31.3,2025-01-29
EV-00964,Whitefield,2W,2.0,2024-12-04
EV-00965,Whitefield,2W,3.3,2025-01-15
EV-00966,Whitefield,2W,2.0,2025-04-08
EV-00967,Whitefield,4W,67.1,2025-01-03
EV-00968,Whitefield,3W,8.5,2024-09-21
EV-00969,Whitefield,4W,73.6,2024-01-18
EV-00970,Whitefield,3W,7.3,2024-10-30
EV-00971,Whitefield,4W,59.9,2025-01-17
EV-00972,Whitefield,4W,57.0,2024-12-23
EV-00973,Whitefield,4W,42.6,2024-12-26
EV-00974,Whitefield,4W,74.6,2024-07-19
EV-00975,Whitefield,4W,60.8,2024-11-09
EV-00976,Whitefield,4W,44.8,2024-12-29
EV-00977,Whitefield,2W,3.6,2024-09-11
EV-00978,Whitefield,4W,64.3,2025-03-12
EV-00979,Whitefield,2W,2.6,2024-10-21
EV-00980,Whitefield,4W,69.7,2025-04-07
EV-00981,Whitefield,2W,1.8,2024-06-27
EV-00982,Whitefield,3W,5.3,2023-06-29
EV-00983,Whitefield,2W,3.0,2025-01-01
EV-00984,Whitefield,4W,72.7,2024-09-25
EV-00985,Whitefield,4W,59.6,2024-10-22
EV-00986,Whitefield,4W,53.3,2024-06-18
EV-00987,Whitefield,3W,8.1,2024-09-28
EV-00988,Whitefield,2W,2.6,2024-12-27
EV-00989,Whitefield,2W,3.9,2024-05-29
EV-00990,Whitefield,4W,39.1,2024-09-29
EV-00991,Whitefield,4W,64.7,2024-11-14
EV-00992,Whitefield,4W,68.0,2023-12-21
EV-00993,Whitefield,4W,74.1,2024-08-03
EV-00994,Whitefield,2W,1.7,2025-02-19
EV-00995,Whitefield,4W,71.7,2024-11-25
EV-00996,Whitefield,4W,50.7,2024-12-12
EV-00997,Whitefield,2W,2.7,2024-12-26
EV-00998,Whitefield,2W,2.3,2023-10-21
EV-00999,Whitefield,4W,46.5,2024-07-31
EV-01000,Whitefield,3W,5.8,2025-03-13
EV-01001,Whitefield,2W,2.9,2024-03-13
EV-01002,Whitefield,2W,2.4,2024-11-12
EV-01003,Whitefield,2W,2.7,2024-10-26
EV-01004,Whitefield,2W,2.5,2024-10-25
EV-01005,Whitefield,2W,3.8,2024-11-28
EV-01006,Whitefield,4W,53.5,2024-07-02
EV-01007,Whitefield,2W,3.7,2025-02-28
EV-01008,Whitefield,2W,2.8,2024-11-30
EV-01009,Whitefield,3W,9.1,2025-02-26
EV-01010,Whitefield,4W,48.5,2024-07-04
EV-01011,Whitefield,2W,3.8,2024-01-11
EV-01012,Whitefield,4W,52.3,2024-12-18
EV-01013,Whitefield,4W,60.9,2025-02-24
EV-01014,Whitefield,2W,2.1,2024-11-21
EV-01015,Whitefield,2W,2.4,2025-01-25
EV-01016,Whitefield,4W,36.8,2024-11-07
EV-01017,Whitefield,2W,1.8,2024-08-30
EV-01018,Whitefield,3W,8.3,2024-05-26
EV-01019,Whitefield,2W,2.4,2024-04-07
EV-01020,Whitefield,2W,3.2,2025-01-08
EV-01021,Whitefield,2W,3.5,2024-12-05
EV-01022,Whitefield,2W,2.6,2024-08-18
EV-01023,Whitefield,4W,34.4,2024-09-13
EV-01024,Whitefield,2W,1.7,2024-05-12
EV-01025,Whitefield,2W,3.6,2024-12-23
EV-01026,Whitefield,2W,3.9,2024-04-06
EV-01027,Whitefield,2W,1.9,2025-01-12
EV-01028,Whitefield,4W,60.6,2024-10-21
EV-01029,Whitefield,2W,1.5,2025-04-17
EV-01030,Whitefield,2W,2.2,2024-03-12
EV-01031,Whitefield,4W,73.9,2024-12-30
EV-01032,Whitefield,4W,58.6,2023-12-15
EV-01033,Whitefield,3W,9.9,2024-12-04
EV-01034,Whitefield,2W,3.3,2024-12-08
EV-01035,Whitefield,2W,2.3,2024-11-21
EV-01036,Whitefield,2W,2.0,2025-03-21
EV-01037,Whitefield,2W,2.3,2024-08-16
EV-01038,Whitefield,4W,68.7,2024-12-01
EV-01039,Whitefield,2W,3.2,2025-02-02
EV-01040,Whitefield,2W,2.4,2024-05-26
EV-01041,Whitefield,2W,2.1,2024-10-10
EV-01042,Whitefield,4W,42.4,2024-11-04
EV-01043,Whitefield,4W,33.5,2025-04-26
EV-01044,Whitefield,3W,9.8,2025-01-24
EV-01045,Whitefield,4W,49.6,2024-11-11
EV-01046,Whitefield,4W,39.3,2024-05-11
EV-01047,Whitefield,2W,2.4,2024-06-11
EV-01048,Whitefield,4W,47.3,2024-06-02
EV-01049,Whitefield,2W,2.6,2024-11-26
EV-01050,Whitefield,2W,1.6,2024-05-09
EV-01051,Whitefield,2W,3.9,2024-11-13
EV-01052,Whitefield,2W,3.8,2025-04-21
EV-01053,Whitefield,2W,2.9,2024-12-14
EV-01054,Whitefield,4W,58.7,2024-12-12
EV-01055,Whitefield,4W,51.4,2024-02-28
EV-01056,Whitefield,4W,69.0,2024-12-01
EV-01057,Whitefield,2W,2.1,2025-01-31
EV-01058,Whitefield,4W,46.2,2024-03-18
EV-01059,Whitefield,3W,7.0,2024-10-27
EV-01060,Whitefield,4W,46.3,2025-03-03
EV-01061,Whitefield,2W,2.5,2025-05-18
EV-01062,Whitefield,4W,31.7,2024-04-27
EV-01063,Whitefield,4W,43.6,2024-07-02
EV-01064,Whitefield,4W,40.8,2024-10-31
EV-01065,Whitefield,4W,71.0,2023-11-14
EV-01066,Whitefield,4W,64.5,2024-12-08
EV-01067,Whitefield,2W,2.0,2024-04-29
EV-01068,Whitefield,3W,9.3,2024-10-27
EV-01069,Whitefield,3W,9.1,2024-07-28
EV-01070,Whitefield,2W,3.0,2025-01-30
EV-01071,Whitefield,2W,2.8,2024-09-28
EV-01072,Whitefield,2W,3.8,2024-04-11
